category;text;
4;kart şifre de almak ne tuşlamak yol ne İnternet banka;
8;karşılaşmak en kötü uygulamak en kötü sistem sahip banka;
10;çok güzel de fatura niçin Denizbank tan yatırmak su ve doğal gaz yatırmak bir de bazı emekli niçin Bonus kazanmak;
8;her açı güzel bir uygulamak teşekkür etmek;
8;güzel banka gitmek bütün işlem Bur;
5;bildirim girmek incelemek istemek bildirim seçmek uygulamak atmak;
2;görmek engel;
2;henüz girmek dâhi şifre girmek sıkıntı başlamak;
1;uyum hâl getirmek istemek;
2;uyum hâl getirmek istemek;
4;bir banka ulaşmak bu kadar zor olmak ya;
8;uzun zaman kullanmak ve çok memnun;
5;şu an uygulamak ben telefon açmak neden ne acaba;
2;pandemi dönem çok rahat olmak;
8;teşekkür;
2;güzel bir uygulamak banka işlem kolay;
3;hizmet güzel;
8;süper uygulamak tebrik;
9;hep güncel le gelmek diğer Finansbank da hiç böyle sorun yaşamak;
5;kredi kart işlem yapmak hesap kesinti göstermek;
8;gayet başarı uygulamak;
3;hizmet mükemmel Tes kür;
2;yorum okumak çoğu yorum çok gerek yer yapmak yorum 2 sene mobil uygulamak kullanmak şifre mi istemek zaman değişmek ve yapmak istemek işlem çok kolay ve daha rahat yapmak;
7;tüm bilgi kolay erişim;
2;teşekkür Ykb;
3;sayın Denizbank aile vermek olmak güzel hizmet dolayı teşekkür etmek;
4;görüntü görüşme son güncellemek ile uçmak müşteri hizmet aramak var olmak iddia etmek o bilmek sorun olmak ama müdahale etmek yok;
5;görüntü görüşme son güncellemek ile uçmak müşteri hizmet aramak var olmak iddia etmek o bilmek sorun olmak ama müdahale etmek yok;
10;ödemek ve tüm hesap başka banka geçirmek Afer böyle devam etmek siz;
3;çok güzel bir uygulamak banka gitmek tüm işlem yapmak teşekkür;
8;çok güzel bir uygulamak banka gitmek tüm işlem yapmak teşekkür;
9;Ziraat mobil bu en son yapmak bireysel emekli ile ilgi güncel iyi ama sadece girmek yapmak ve çıkmak işlem var bireysel emekli üye olmak müşteri için birikmek devlet katkı gibi bilgi içermek bir kısım daha yapmak harika olmak;
9;şimdiden teşekkür;
6;şimdiden teşekkür;
2;çok kullanmak memnun;
8;çok kullanmak memnun;
8;cep kullanmak için ve İşbank olmak için gayet mutlu ve memnun;
7;bu kadar yavaş bir banka görmek becermek yapmak biz de kullanmak;
9;sayfa Günçe sonra uygulamak girmek olmak rezil olmak bütün havale ve ödem geçek İnternet bağlantı kontrol et şu an işlem yapmak daha sonra deney bağlantı kurmak başka bir şey demek yok;
5;sayfa Günçe sonra uygulamak girmek olmak rezil olmak bütün havale ve ödem geçek İnternet bağlantı kontrol et şu an işlem yapmak daha sonra deney bağlantı kurmak başka bir şey demek yok;
10;sayfa Günçe sonra uygulamak girmek olmak rezil olmak bütün havale ve ödem geçek İnternet bağlantı kontrol et şu an işlem yapmak daha sonra deney bağlantı kurmak başka bir şey demek yok;
9;güncellemek yapmak istemek düzgün çalışmak bir program nasıl bozmak anlamak değil;
5;güncellemek yapmak istemek düzgün çalışmak bir program nasıl bozmak anlamak değil;
5;uygulamak önce kod kullanım gözükmek şimdi bireysel temel ihtiyaç kredi kullanım zaman Website mobil uygulamak kod ile Atm ile ibare var uygulamak neden şimdi kod uygulamak gözükmek;
6;mobil uygulamak öğrenmek demek ama hiçbir şekil rastlamak almak gerekmek para üzeri nere görünmek;
4;müşteri hizmet de yardımcı olmak;
3;işlem mobil uygulamak da yapmak demek ama ne mümkün;
5;program orta tuş basmak çıkmak önbellek te kayıt kalmak dönmek veya şifre girmek rağmen hata vermek illâki ön bellek temizlemek yapmak gerekmek bu çözüm olmak otomatik süre vermek veya ön bellek silmek;
7;program orta tuş basmak çıkmak önbellek te kayıt kalmak dönmek veya şifre girmek rağmen hata vermek illâki ön bellek temizlemek yapmak gerekmek bu çözüm olmak otomatik süre vermek veya ön bellek silmek;
10;esnaf ve sanatkâr oda çekmek olmak kredi ödemek mobil gerçek hiçbir yer yok her sefer banka gitmek zor kalmak;
2;kullanmak;
8;ek hesap limit artırım yok menü ve para girmek çıkmak bildirim olmak düşmek;
8;her geçen zaman gelişmek gerekmek daha kötü gitmek uygulamak;
5;her defa uygulamak açmak istemek kapamak;
5;uygulamak iç aramak buton aramak yapmak;
6;daha önce uygulamak açmak ben direk paylaşmak şimdilik öyle bir durum söz konu değil;
4;bu kadar berbat sistem olmak müşteri hizmet aramak kaç hafta sonuç yine aynı;
5;hata vermek yâd telefon yüz kapamak hâlen çözmek değil sorun;
4;hata vermek yâd telefon yüz kapamak hâlen çözmek değil sorun;
9;sen demek sonra sistem girmek işlem yarı da kalmak defa inmek silmek yapmak;
5;sen demek sonra sistem girmek işlem yarı da kalmak defa inmek silmek yapmak;
3;çok mükemmel bütün işlem bura yapmak teşekkür Ensar;
2;ilk girişim olmak rağmen fazla zorlamak zaman daha iyi olmak inanmak bu ara faiz düşürmek;
9;uygulamak 5 saat güncellemek;
7;uygulamak 5 saat güncellemek;
9;hatta güncellemek;
2;Ba iyi Hertürlü kolay var;
2;çok iyi ve kullanmak;
1;uygulamak ilk girmek hemen çıkmak yapmak kendi kendi sonra tekrar girmek yapmak zor kalmak uzun zaman böyle lütfen düzelmek artık;
5;uygulamak ilk girmek hemen çıkmak yapmak kendi kendi sonra tekrar girmek yapmak zor kalmak uzun zaman böyle lütfen düzelmek artık;
9;son güncellemek sonra uygulamak girmek açmak ekran gecikmek ve uygulamak atmak problem olmak başlamak;
5;Ziraat Banka mobil uygulamak girmek ziraat banka logo takılmak kalmak açmak;
5;daha dün açmak hesap uygulamak için aktivasyon numara almak girmek yapmak bugün tekrar girmek yapmak denemek olmak;
1;daha dün açmak hesap uygulamak için aktivasyon numara almak girmek yapmak bugün tekrar girmek yapmak denemek olmak;
5;durmak durmak ben uygulamak atmak;
1;durmak durmak ben uygulamak atmak;
5;saçma sapmak şey olmak;
7;uygulamak kapamak devam;
1;bu ara girmek de olmak;
5;İnternet açık olmak rağmen İnternet açmak istemek;
2;ben güzel rahat bir kullanmak bir uygulamak;
9;iki gün bir güncellemek getirmek durmak ya;
9;işlem yapmak gerekmek en olmak yer program güncellemek istemek;
9;böyle saçmalık olmak;
7;donmak konmak da yavaş konu üst yok bıkmak la iki işlem yapmak Çika en son banka değişmek artık;
9;sık sık yeni sürüm istemek;
4;müşteri temsilci görüntü görüşme yapmak ses gitmek mikrofon izin vs tüm izin açık olmak rağmen;
5;müşteri temsilci görüntü görüşme yapmak ses gitmek mikrofon izin vs tüm izin açık olmak rağmen;
4;görmek en kötü berbat banka müşteri hizmet iğrenç banka kart kaç gün ne olmak anlamak değil 2 hafta önce hesap açmak hâlâ kart ben ulaşmak bu devir hâlâ biz banka çağırmak banka Tc numara işlem yapmak aynı işlem ora gelmek de yapmak kısacası tek kelime berbat bir banka rezil aynı zaman;
8;görmek en kötü berbat banka müşteri hizmet iğrenç banka kart kaç gün ne olmak anlamak değil 2 hafta önce hesap açmak hâlâ kart ben ulaşmak bu devir hâlâ biz banka çağırmak banka Tc numara işlem yapmak aynı işlem ora gelmek de yapmak kısacası tek kelime berbat bir banka rezil aynı zaman;
5;göndermek mesaj okumak hâlen mesaj kutu masaj var rakam durmak;
9;nasıl akıl gelmek hayret;
11;çok kötü kaldırmak;
10;merhaba kredi kart fazla ödemek geri almak özellik cep telefon uygulamak olmak gerekmek düşünmek;
8;milyon banka kuruş uygulamak;
9;hakikaten çirkin ve kullanmak olmak;
2;hesap sayfa hareket kaldırmak da Ne;
3;istemek herşey yapmak sağlamak ve her daim en iyi;
9;ben iki bir yeni sürüm yüklemek istemek neden sürekli sürüm değişmek durmak Hani Türkiye de siz beraber gelişmek demek büyük bir yalan olmak;
5;uygulamak asla girmek;
5;girmek de işlem yapmak;
5;zaten bir süre sonra zaman aşım uğramak ve baş dönmek;
5;büyük sıkıntı acil çözüm;
2;kullanmak ve kolay teşekkür;
2;kullanmak bilmek rahat teşekkür etmek;
7;uygulamak eskiden an girmek ekran gelmek şu an yenilemek uygulamak bir süre beklemek yapmak ummak bu sorun gidermek;
6;cep telefon ile temas ödemek işlem için cep telefon ekran kilit açmak olmak şart getirmek;
6;aksi takdirde telefon el almak herkes Nfc üzeri işlem yapmak;
6;mevcut versiyon temas ödemek işlem için ekran açık olmak yeterli olmak;
2;gayet kullanmak;
2;çok pratik;
3;harika şube gitmek tüm işlem yapmak;
9;versiyon 2110 ile kötü olmak program çöp etmek;
5;el sağlık program açmak açmak da İnternet hata vermek;
2;kolay kullanım;
3;emek sağlık bu uygulamak çok iyi bura bütün gerekli işlem yapmak;
8;genel olmak beğenmek;
3;iş 3 5 gün önce yer ve el yapmak sevmek tek kusur bazı işlem belirlemek saat dış yapmak;
3;yatırım menü daha detay bilgi olmak iyi olmak;
6;belirlemek saat aralık ve oran tek sayfa görünmek;
7;hız;
5;güncellemek yapmak sonra hiç açmak;
9;güncellemek yapmak sonra hiç açmak;
9;son güncellemek sonra tamamen kötü olmak İnternet ful çekmek yer İnternet bağlantı yok demek uygulamak girmek düzelmek artık şu;
5;son güncellemek sonra tamamen kötü olmak İnternet ful çekmek yer İnternet bağlantı yok demek uygulamak girmek düzelmek artık şu;
4;hız kolay iletişim;
7;hız kolay iletişim;
8;çok güzel banka sistem;
2;çok sade net kolay ve başarı;
2;banka ilgili neredeyse tüm işlem yapmak gerçekten kolay ve güvenmek bir uygulamak;
5;bazen açmak uygulamak rezalet;
4;çok saçma iş var görüntü görüşme diye boş birşey bağlamak için 3 saat uğraşmak sürekli görüşme atmak;
7;çok saçma iş var görüntü görüşme diye boş birşey bağlamak için 3 saat uğraşmak sürekli görüşme atmak;
8;hiç memnun değil;
3;süper bir hizmet anlayış teşekkür;
5;uygulamak girmek;
2;çok pratik;
7;dönmek birşey tıklamak korkmak;
7;sürekli dönmek;
8;gayet güzel hoş gitmek kart gerek yok sanki;
2;uygulamak gayet anlaşmak pratik;
2;hiç yakışmak;
1;Bird nümerik alan sürekli harf dönmek otomatik olmak nümerik çıkmak;
9;bir uygulamak daha kullanmak olmak diye güncellemek ama bu uygulamak tam ters bir durum söz konu;
5;güncellemek sonra şifre program iç girmek ancak her işlem için işlem şu an gerçek lütfen daha sonra tekrar deney uyarı vermek;
9;güncellemek sonra şifre program iç girmek ancak her işlem için işlem şu an gerçek lütfen daha sonra tekrar deney uyarı vermek;
7;10 Sn ilk işlem saat uğraşmak;
9;lütfen insan mağdur olmak uygulamak hata düzelmek;
3;uygulamak açmak sürekli bu uyarı çıkmak ve onaylamak dış bir seçenek yok;
6;neden zor bırakmak;
3;istemek kardeş;
2;karanlık mod gelmek artık;
4;6 ay önce çalışmak diye otomatik cevap almak;
8;uygulamak sinir hasta etmek İnsa;
9;güncellemek yapmak sonra sürekli durmak hata almak çözüm de henüz bulamak kullanmak şu an program;
5;güncellemek yapmak sonra sürekli durmak hata almak çözüm de henüz bulamak kullanmak şu an program;
9;yeni hal muhteşem olmak el sağlık;
8;yeni hal muhteşem olmak el sağlık;
2;güzel ve kolay;
4;ben Bursa dan Sâbire yükselmek bu uygulamak çok memnun tavsiye etmek Uluyol Bursa şube çalışmak aydın bey e bu uygulamak o saye olmak çok teşekkür etmek a 101 demek kir çekmek sebep olmak bu güzel insan sonsuz teşekkür şu yorum Uluyol tüm çalışmak;
8;ben Bursa dan Sâbire yükselmek bu uygulamak çok memnun tavsiye etmek Uluyol Bursa şube çalışmak aydın bey e bu uygulamak o saye olmak çok teşekkür etmek a 101 demek kir çekmek sebep olmak bu güzel insan sonsuz teşekkür şu yorum Uluyol tüm çalışmak;
9;doğru güncellemek gerek takılmak ve donmak sebep olmak yavaş bir uygulamak;
7;doğru güncellemek gerek takılmak ve donmak sebep olmak yavaş bir uygulamak;
9;güncellemek sonra berbat sürekli dönmek;
7;güncellemek sonra berbat sürekli dönmek;
2;ben ev çıkmak zaman ödemek yapmak;
10;ben ev çıkmak zaman ödemek yapmak;
10;ödemek zaman gelmek İşçen ödemek çok güzel Memnun;
3;ödemek zaman gelmek İşçen ödemek çok güzel Memnun;
9;sürekli güncellemek yüz kullanmak çok yer kaplamak telefon;
7;sürekli güncellemek yüz kullanmak çok yer kaplamak telefon;
5;açmak;
2;işlem rahat bir şekil yapmak;
2;her istemek çok hız yapmak basit ve çabuk;
7;her istemek çok hız yapmak basit ve çabuk;
4;üst olmak dolayı banka şu mobil ve telefon üst hiç bir yardım almak lütfen ben yardım için aramak;
2;bir tıklamak herşey el alt;
2;pratik bir uygulamak herşey el altın da Teb teşekkür etmek;
2;kullanım kolay değil aramak bir çok konu bulmak;
8;güzel olmak detay;
2;gayet kullanmak;
8;müşteri memnuniyet için;
2;hız ve kolay kullanım;
7;hız ve kolay kullanım;
6;1. fatura ödemek sonra e post göndermek demek adres değişmek;
2;2. fatura kaydetmek seçenek çok karışık daha basit olmak;
2;harika bir sistem var çok kolay işlem yapmak;
1;uygulamak inmek fakat şifre almak;
2;en kolay ve masraf mobil banka uygulamak;
2;daha kolay ilerlemek var kart hesap ve normal hesap daha kolay takip etmek kullanım kolay;
1;şifre unutmak yeni şifre almak çip kimlik kart okumak ne yapmak;
8;güzel hizmet güzel uygulamak;
2;güzel anlaşmak uygulamak bravo;
5;İnternet banka dan sim kart bloke kaldırmak için tıklamak demek ama bloke inat kalkmak nasıl bir uygulamak bu;
8;banka müşteri değil banka bağlamak hayat görmek en kötü İnternet banka şu teknoloji devir rezalet öte kelime sığmak berbat berbat;
4;şifre yanlış girmek niye şube gitmek gerekmek bu dönem daha da zor üstelik şifre de doğru girmek ağ hata oluşmak ve şifre bloke olmak müşteri hizmet aramak banka gitmek bloke kaldırmak gerekmek söylemek kronik hastalık olmak biri virüs kapmak siz olmak tabiî ki;
5;şifre yanlış girmek niye şube gitmek gerekmek bu dönem daha da zor üstelik şifre de doğru girmek ağ hata oluşmak ve şifre bloke olmak müşteri hizmet aramak banka gitmek bloke kaldırmak gerekmek söylemek kronik hastalık olmak biri virüs kapmak siz olmak tabiî ki;
6;şifre yanlış girmek niye şube gitmek gerekmek bu dönem daha da zor üstelik şifre de doğru girmek ağ hata oluşmak ve şifre bloke olmak müşteri hizmet aramak banka gitmek bloke kaldırmak gerekmek söylemek kronik hastalık olmak biri virüs kapmak siz olmak tabiî ki;
3;hem dijital çağ demek daha az şube daha çok mobilite demek ama hâlâ banka kredi kapamak şube yapmak;
3;bir çok banka caymak işlem bile mobil yapmak lütfen bu gelişmek hemen hayat geçirmek;
3;sevgi;
1;In mobil uygulamak olmak gibi siz de hesap çıkmak yapmak fark bir kullanmak ile oturum acı bilmek;
6;In mobil uygulamak olmak gibi siz de hesap çıkmak yapmak fark bir kullanmak ile oturum acı bilmek;
3;Digital sistem çalışmak bir banka bu uygulamak düzenlemek gerekmek;
3;teşekkür;
5;sistem girmek direkt atmak;
5;tekrar girmek zor kalmak;
2;kolay sağlamak;
2;herşey çok kolay yapmak;
9;durmak güncellemek istemek telefon hafıza hiç yetmek durmak uygulamak silmek durmak çok kötü bu durum;
6;sürekli kredi kredi kart tekrar kredi bildirim gelmek ve ilgilenmek seçenek işaretlemek hal gelmek devam etmek;
6;bıktırmak;
9;uygulamak yavaşlamak her sefer Tc kimlik şifre istemek son güncellemek iyi gelmek bir de İstanbul kart yüklem koymak güzel olmak o için garanti banka uygulamak kullanmak;
7;uygulamak yavaşlamak her sefer Tc kimlik şifre istemek son güncellemek iyi gelmek bir de İstanbul kart yüklem koymak güzel olmak o için garanti banka uygulamak kullanmak;
3;uygulamak yavaşlamak her sefer Tc kimlik şifre istemek son güncellemek iyi gelmek bir de İstanbul kart yüklem koymak güzel olmak o için garanti banka uygulamak kullanmak;
5;demek yöntem denemek fakat geçici bir süre hizmet vermek yazı gelmek ertesi gün bir daha denemek yine aynı yazı yazmak ve ben de bir daha garanti uygulamak kullanmak yönlenmek yer bir iş yaramak;
8;ben şu anlamak bir şey yapmak hiç sağ sol rakip bakmak mu;
8;berbat bir uygulamak inmek bile;
5;berbat bir uygulamak inmek bile;
2;tam anlam harika ve sade mis;
2;süper kolay iş yapmak;
7;pek çok özel ve kamu banka anlık veri ücret bir şekil canlı vermek siz hâlâ 15 dk gecikmek vermek bu ayıp;
5;cep e ulaşmak;
3;biraz gelişmek gerek;
5;biraz gelişmek gerek;
3;17 yaş kart aktif olmak kullanmak ve bugün itibarî ile 18 yaş küçük bir müşteri olmak için işlem yapmak hak alınmak ben zaten bir işlem yapmak Nekadar para var diye bakmak için kullanmak gerçek ten çok saçma yani 1.5 yıl düzen olmak çalışmak da neden şimdi çalışmak zaten ben pek bir işlem yapmak hak tanımak bir yer yanlış la 2 defa dönem yapmak bu için 15 Km uzak bankamatik e gitmek mı bakmak gerekli illâ;
6;ek hesap için minimum ödemek seçenek yok;
6;program yapmak bu işlem;
6;ama en az ne kadar ödemek gerekmek görmek ek hesap;
2;ve ödemek seçenek alt olmak bu;
6;ve ödemek seçenek alt olmak bu;
6;sıradan hesap ara gönderim göndermek ama ödemek kabul etmek bu yok normal aktarım mı bilmek;
2;kolay ve çok güzel;
2;her işlem çok kolay;
2;büyük kolay teşekkür;
8;gerçekten muhteşem bir uygulamak;
3;ne istemek el alt;
5;şifre girmek yapmak sonra uygulamak ben sistem atmak;
1;tekrar girmek zor kalmak;
7;ayrıca kart kazan sekmek işlem yapmak neredeyse imkân;
7;10 dakika bura girmek çalışmak;
9;lütfen uygulamak düzelmek ve gelişmek;
5;bugün sürekli hata vermek;
5;işlem yapmak;
5;uygulamak kurmak kart tanımak bütün bilgi doğru ama hata vermek Number diye;
2;uygulamak zaman tasarruf ve kolay sağlamak;
7;her ay 15 program çökmek tek problem yaşamak uygulamak Vakıfbank mobil;
4;sabah beri hiçbir ziraat ulaşmak berbat hiçbir şube cevap vermek operatör bağlamak;
8;diğer banka uygulamak göre fark orta koymak gayet başarı;
8;herşey bura çok kolay emek sağlık;
2;ayar menü Çook zayıf;
9;şimdi imek sadece gram görünmek bu ile ilgilenmek şans var mı lütfen;
6;şimdi imek sadece gram görünmek bu ile ilgilenmek şans var mı lütfen;
9;güncellemek sonra girmek yapmak;
9;şifre değişmek zor kalmak yine de girmek yapmak;
5;şifre değişmek zor kalmak yine de girmek yapmak;
1;şifre değişmek zor kalmak yine de girmek yapmak;
2;rahat ve kolay sağlamak teşekkür;
6;şu uygulamak daha modern ve sade hal getirmek artık rica etmek bide diğer banka uygulamak gibi mobil şifre yazar sadece rakam görmek;
2;şu uygulamak daha modern ve sade hal getirmek artık rica etmek bide diğer banka uygulamak gibi mobil şifre yazar sadece rakam görmek;
8;Türkiye görmek en kötü en saçma mobil banka böyle bir şey olmak ya İnternet bağlantı sorun olmak bura mesaj atamak;
5;Türkiye görmek en kötü en saçma mobil banka böyle bir şey olmak ya İnternet bağlantı sorun olmak bura mesaj atamak;
5;yok İnternet yok sonra demek yok işlem gecikmek bu ne Yaa böyle saçma bir uygulamak olmak almak para ne yapmak şu uygulamak gelişmek artık;
3;hizmet dolayı teşekkür;
7;uygulamak berbat ne Eft ne havale yapmak sayfa donamak kalmak;
10;uygulamak berbat ne Eft ne havale yapmak sayfa donamak kalmak;
5;işlem yapmak;
7;diğer banka mobil uygulamak hiç böyle sorun karşılaşmak;
8;kimse de tavsiye etmek berbat öte;
6;dekont direk göndermek gönderim için telefon bir uygulamak kullanmak dolayısıyla kendi kendi mail göndermek düzelmek;
6;merhaba öncel en kullanmak mobil banka uygulamak olmak belirmek fakat siz bir istek var;
2;altın hesap altın hesap Tl karşılık neden görünmek sadece tüm hesap toplam bakiye görmek altın ve diğer hesap ayrı ayrı Tl karşılık göstermek;
3;şimdiden teşekkür;
6;uygulamak çıkmak tüs an ekran olmak eksik ayrıca uygulamak tuş basmak android de gibi işlem yapmak olanak hız işlem için iyi olmak meselâ para çekmek gibi;
5;ilk defa Akbank mobil İnternet girmek Akbank her konu çelişmek tüm bilgi hesap bura insan tedirgin olmak ne bu ya kim ilgilenmek bu iş;
8;ciddi özellikle de mobil İnternet banka çok yarar;
4;Allah Aşkın bu nasıl müşteri hizmet ya saat bağlamak yok böyle bir şey;
1;acilen İnternet banka şifre almak gerekmek yardımcı olmak lütfen;
5;düzelmek daha güzel olmak;
6;düzelmek daha güzel olmak;
6;lütfen uygulamak başka ait paraf kredi kart borç ödemek yapmak kolay ödemek kayıt etmek yapmak;
10;lütfen uygulamak başka ait paraf kredi kart borç ödemek yapmak kolay ödemek kayıt etmek yapmak;
10;ben ait olmak paraf kredi kart ödemek için sürekli kart numara girmek zor kalmak;
6;ben ait olmak paraf kredi kart ödemek için sürekli kart numara girmek zor kalmak;
4;Teb memnun Güler yüz;
1;Vakıfbank Mobile şifre almak hesap kart da şifre almak;
5;güzel bir uygulamak olmak söylemek ama geçmiş dönem küçük aksak bugün hiç bir şey yapmak veya talep etmek kendi ad çok kötü;
8;güzel bir uygulamak olmak söylemek ama geçmiş dönem küçük aksak bugün hiç bir şey yapmak veya talep etmek kendi ad çok kötü;
2;yeni arayüz ile daha kullanmak ve anlaşmak;
4;yani on numara beş yıldız;
8;yapmak yapmak mobil uygulamak Allah belâ vermek;
8;bu kadar salak bu kadar aptal bir uygulamak olmak;
8;silmek tekrar yüklemek 6 hane şifre kabul etmek 8 hane gerek la şifre oluşmak 6 hane istemek girmek 8 hane bu kadar basit olmak;
2;ihtiyaç olmak limit girmek mevcut ay toplam gider üst eklemek girmek gerekmek;
6;seslenmek kullanmak ihtiyaç olmak meblâğ girmek geri uygulamak kendi hesaplamak;
6;iş kolay zor;
2;uygulamak güzel fakat yatırım hesap çok kullanmak borsa için iş banka olmak gibi ana ekran ikon olmak;
8;uygulamak güzel fakat yatırım hesap çok kullanmak borsa için iş banka olmak gibi ana ekran ikon olmak;
6;uygulamak güzel fakat yatırım hesap çok kullanmak borsa için iş banka olmak gibi ana ekran ikon olmak;
2;borsa ulaşmak çok uğraşmak;
2;şu an çok dağınık;
2;bloke tutar ayrı yer yatırım hesap emir başka yer;
8;çok güzel ziraat mobil;
2;arayüz çok sade hiç beğenmek ama ummak ki banka iyi;
2;en ufak bir kullanım her türlü güvenlik sağlamak üzere aramak;
8;Ziraat mobil kullanmak ya okumak yazma yok ya cahil;
2;mobil uygulamak ara en sade kullanmak olmak banka uygulamak;
2;herşey bir gerizekalı yapmak seviye yapmak ki herkes kullanmak hâlâ kullanmak siz sorun;
2;Nokia 3310 kullanmak davet etmek;
5;gerçekten sene kullanmak iyi gerekmek yer bu kadar kötü başka bir uygulamak görmek sürekli hata vermek uygulamak atmak girmek yapmak bir an önce lütfen düzelmek uygulamak yok müşteri kaybetmek;
6;mobil borsa için ayrı bir girmek ekran yapmak lütfen;
2;açık kalmak süre az olmak için matriks e göre kademe görmek çıkmak iş cep e göre mal al demek kadar para kayıp çok;
6;açık kalmak süre az olmak için matriks e göre kademe görmek çıkmak iş cep e göre mal al demek kadar para kayıp çok;
6;hem süre uzamak uygulamak açık kalmak süre;
6;hem de ayrı bir girmek olmak;
2;çok uğraşmak;
8;gerçekten görmek en kötü uygulamak vs vs vs hangi biri yazmak hiç doğru bir şey yok ki kurum yönetmek veya bu yazılım yazmak kurum sahip hiç kontrol etmek program ve yazılım mı yapmak yazık ya yazık daha ne demek;
5;birkaç gün kadar hiç sorun yaşamak birkaç gün girmek istemek sistem kendi atmak uygulamak girmek;
2;önce arayüz bu daha kullanmak imek;
9;önce arayüz bu daha kullanmak imek;
2;kredi kart sayfa işlem yapmak artık daha uğraşmak misal kart puan önceden hemen görmek şimdi kart detay açmak gerekmek;
3;kredi kart sayfa işlem yapmak artık daha uğraşmak misal kart puan önceden hemen görmek şimdi kart detay açmak gerekmek;
9;kredi kart sayfa işlem yapmak artık daha uğraşmak misal kart puan önceden hemen görmek şimdi kart detay açmak gerekmek;
5;ancak çok daha büyük bir sorun var bu sürüm özel değil uzun süre mağduriyet oluşmak uygulamak dışarı atmak;
5;tekrar girmek daha işlem yapmak sayfa gelmek yine atmak;
5;android ve ağ bağlantı stabil olmak rağmen sürekli böyle;
7;hız bir işlem yapmak muhtemelen yapmak;
5;şube aramak hata pencere çıkmak;
5;yıl 2020 olmak erken kredi kapamak için şube mi yönlenmek;
3;yıl 2020 olmak erken kredi kapamak için şube mi yönlenmek;
5;kaç gün mobil banka girmek tıklamak hiç bir şey açmak sadece bembeyaz sayfa çıkmak hiç bir şey olmak;
10;ödemek yapmak lazım yapmak;
5;ödemek yapmak lazım yapmak;
9;güncellemek ile program kullanmak hal getirmek tek banka tebrik;
2;çok basit ve kullanmak emniyet;
6;bir de mobil borsa uygulamak anlık veri paylaşım olmak daha mükemmel olmak;
6;ayrıca herhangi bir his senet brüt takas veya diğer tedbir uygulamak olmak ve ne zaman kadar sürmek bilgi de kullanmak bilgi olmak vermek;
5;ayrıca herhangi bir his senet brüt takas veya diğer tedbir uygulamak olmak ve ne zaman kadar sürmek bilgi de kullanmak bilgi olmak vermek;
6;bu sorun çözmek gelişmek lazım;
2;çok kolay kullanım ve hız işlem;
7;çok kolay kullanım ve hız işlem;
8;harika;
5;girişmek yapmak tekrar tekrar girmek aktarmak kaç ay bu sorun var azıcık ciddiyet bu ne sorum bir işlem yapmak diye bin dere su getirmek olmak olmak böyle uygulamak;
5;sürekli hata vermek;
6;banka kart İnternet alışveriş açmak kapamak özellik Web şube var ama te yok;
9;yeni uygulamak çok iyi değil karışık gelmek eski uygulamak daha iyi;
8;sade kullanmak ve kolay;
2;akıl bunalmak gönül daralmak çelmek manipülatif hiçbir etken yok ben sevmek;
9;uygulamak güncellemek ve uygulamak açmak;
7;2 ay uygulamak kesin açmak;
5;2 ay içeri çözüm merkez 5 kez sorun bildirim bulunmak;
4;defalarca uygulamak silmek yeniden yüklemek;
4;para gibi hergün kullanmak birşey aracı yapmak banka uygulamak 2 ay kısa bir süre değil;
4;şube gitmek istemek Halkbank Vb köy bile şube olmak bir banka ise çalışmak şehir merkez şube zor bulunmak bir banka ile değil;
2;hâlbuki gelmek nokta Ensar uygulamak bozuk olmak gerekçe ben para ben saklamak ve ben kullanmak istemek bir şube gitmek önermek;
3;hâlbuki gelmek nokta Ensar uygulamak bozuk olmak gerekçe ben para ben saklamak ve ben kullanmak istemek bir şube gitmek önermek;
5;şehir dönmek dönmek başka bir banka hesap açmak ben göstermek para siz kurtarmak;
7;akmak problem uygulamak;
5;ayıp olmak yıl sistem atmak problem düzelmek gitmek;
5;siz sayı belli değil;
8;bıkmak;
5;arka bulunmak güvenlik kod yazmak 3. şu yazmak basmak basmak;
1;Bü böyle uygulamak silmek bu sefer 1. sine yazmak ne biçim bir banka bu girmek mi ben hesap;
5;Bü böyle uygulamak silmek bu sefer 1. sine yazmak ne biçim bir banka bu girmek mi ben hesap;
2;çok güzel çok kullanmak teşekkür etmek;
2;çok memnun;
8;yeniden getirmek mi;
3;zırt pırt şifre değişik mecburiyet gına gelmek;
3;insan dördüncü şifre sonra unutmak artık ne koymak;
6;şifre sabit olmak değişmek yalnız istek bağ olmak;
8;harika bir uygulamak bütün bura halletmek teşekkür;
5;İnternet banka iptal etmek şekil Note gelmek ve şifre kabul etmek;
1;banka yardım almak rağmen göndermek şifre ile girmek yapmak yine olmak;
5;banka yardım almak rağmen göndermek şifre ile girmek yapmak yine olmak;
4;banka yardım almak rağmen göndermek şifre ile girmek yapmak yine olmak;
5;kısacası bu uygulamak hiçbir işlem yapmak;
4;siz Dialog kurmak da çok büyük müşkül yaşamak;
8;uygulamak bir türlü girmek için berbat bir uygulamak olmak neden diğer banka işlem kısıt gibi ıvır zıvır yok bu banka var anlamak;
5;en kısa süre kart iptal etmek;
3;en kısa süre kart iptal etmek;
2;gelişmek biraz kendi;
5;bütün gün işlem yapmak sorun yaşamak için üzgü işlem kalmak yer devam etmek gibi bir uyarı vermek ve uygulamak asla açmak;
